APRCRank,APRCGrade,CODE,PI,EXEC,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,Proposal title
184,B,2015.1.00311.S,Murchikova Lena,NA,2,6,5.1,0.0,0.0,5.1,ALMA probes the SagA* Accretion 
185,B,2015.1.01323.S,Mesa-Delgado Adal,CL,4,6,1.7,0.0,0.0,1.7,Characterizing the possibilities of planet formation in the hostile enviroment of Carina
186,B,2015.1.01329.S,Riquelme Denise,EU,2,3,5.5,0.0,0.0,0.0,First resolved study of cloud-cloud collision at the edge of the Galactic center region
187,B,2015.1.00777.S,Gomez Jose-Francisco,EU,5,76,4.7,0.0,0.0,0.0,Witnessing the birth of a planetary nebula
188,B,2015.1.01599.S,Loomis Ryan,NA,4,6,3.8,0.0,0.0,0.0,Remote Detection of Organics in Enceladus' Plume
189,B,2015.1.00768.S,Hull Charles,NA,3,7,3.0,0.0,0.0,6.0,Probing magnetic fields in the inner envelopes and outer disks of Class 0 protostars
190,B,2015.1.01060.S,Oya Yoko,EA,3,6,1.7,0.0,0.0,0.0,Identification of the Centrifugal Barrier of the Infalling Rotating Envelope in the Hot Corino Source IRAS 16293-2422
191,B,2015.1.00783.S,Schreiber Matthias,CL,4,6,3.9,0.0,0.0,0.0,Probing cool dust across the white dwarf cooling track: evidence for planetary remnants in evolved systems
192,B,2015.1.00695.S,Freundlich Jonathan,EU,2,6,7.9,0.0,0.0,7.9,Star-forming clumps after the peak epoch of star formation
193,B,2015.1.01198.S,Hamer Stephen,EU,1,3,5.1,0.0,0.0,0.0,Detection and mapping of molecular filaments in galaxy cluster cores
194,B,2015.1.01131.S,Celine PEROUX,EU,1,3,1.2,0.0,0.0,0.0,"Mapping Neutral, Ionised and Molecular Gas in a z=2.35 Galaxy"
195,B,2015.1.00371.S,Saito Toshiki,EA,2,7,7.8,0.0,0.0,0.0,Unveiling Merger-driven Gas Physics in the Nuclear/Overlap Regions of Mid-stage IR-bright Mergerg VV 114
196,B,2015.1.01539.S,Sanhueza Patricio,EA,3,6,4.5,9.1,18.1,0.0,"A survey of prestellar, high-mass cluster-forming clumps: constraining models of high-mass star formation"
197,B,2015.1.00137.S,Scoville Nick,NA,1,76,19.6,0.0,0.0,0.0,"Evolution of ISM, Star Formation and Starbursts"
198,B,2015.1.01286.S,Costagliola Francesco,EU,2,376,3.0,1.5,0.0,0.0,Molecular tracers of hidden AGN: Spatially resolved chemistry in Circinus 
199,B,2015.1.00084.S,Looney Leslie,NA,4,7,6.0,0.0,0.0,6.0,The Magnetic Field in 2 Known Class 0 Keplerian Disks
200,B,2015.1.00869.S,Smith Ian,NA,5,7643,4.6,0.0,0.0,0.0,Studying the Late-Time Evolution of SN 1978K
201,B,2015.1.00016.S,MÃ¼ller Holger,EU,3,7,4.6,0.0,0.0,0.0,"A search for extragalactic argonium, ArH+, a probe of the very atomic diffuse interstellar medium"
202,B,2015.1.00139.S,Kama Mihkel,EU,4,9,1.3,2.6,0.0,1.3,Where is the cometary chlorine?
203,B,2015.1.00169.S,Evans Neal,NA,3,7,5.9,0.0,0.0,0.0,B335: A Test-Bed for Spherical Collapse
204,B,2015.1.00385.S,Lu Nanyao,NA,2,9,3.5,0.0,0.0,3.5,ALMA Explorations of Nuclear Regions of Nearby LIRGs: Warm Molecular Gas Distribution Down to GMC Scales 
205,B,2015.1.00820.S,Blitz Leo,NA,2,3,8.5,0.0,0.0,0.0,Dark Matter in Dwarf Galaxies
206,B,2015.1.00807.S,Boone Frederic,EU,1,67,3.9,0.0,0.0,0.0,Unveiling the nature of the reddest submillimeter sources in lensing cluster fields 
207,B,2015.1.01115.S,Walter Fabian,EU,1,6,17.0,0.0,0.0,0.0,The first Gigayear of the Universe: A census of dust and gas in z>6 quasars
208,B,2015.1.01040.S,Tanaka Kunihiko,EA,3,8,2.4,4.7,0.0,2.4,Search for CO-Dark Mass within the Milky Way's Circumnuclear Region
209,B,2015.1.00678.S,Qi Chunhua,NA,4,7,7.9,0.0,0.0,0.0,Survey of CO Snow Lines in Solar Nebula Analogues
210,B,2015.1.00604.S,carilli Chris,NA,1,7,1.8,0.0,0.0,0.0,Imaging the dust and gas in BRI 1202-0725: the Rosetta Stone for early  massive galaxy formation
211,B,2015.1.01196.S,Cormier Diane,EU,2,6,4.9,0.0,0.0,0.0,Star formation without cold molecular gas?
212,B,2015.1.00806.S,Pineda Jaime,EU,4,7,2.2,0.0,0.0,2.2,First ALMA observations of young circumplanetary disks
213,B,2015.1.00317.S,Kimeswenger Stefan,CL,5,76,4.1,0.0,0.0,4.1,Molecular isotopes as tracers of the i-process in Sakurai's star
214,B,2015.1.01349.S,Vlemmings Wouter,EU,3,7,3.0,0.0,0.0,3.0,Magnetic fields in different evolutionary stages of massive star formation
215,B,2015.1.00959.S,Shirley Yancy,NA,3,6,7.2,14.4,0.0,0.0,A Systematic ALMA Survey of the Most Massive Starless Clumps within 5kpc
216,B,2015.1.01448.S,Tunnard Richard,EU,2,6,9.4,0.0,0.0,0.0,High Resolution Observations of the Dense Gas in NGC 6240
217,B,2015.1.00322.S,Tsai Chao-Wei,NA,2,6,2.0,0.0,0.0,0.0,Molecular Gas Dynamics in the Binary AGN Candidate - W2332-5056
218,B,2015.1.00810.S,Brown Michael,NA,4,7,4.0,0.0,0.0,4.0,The Eris-Dysnomia system: the key to understanding planet formation
219,B,2015.1.00436.S,Maury Anaelle,EU,3,6,3.7,0.0,0.0,3.7,Testing magnetic braking in the Class 0 protostar B335
220,B,2015.1.00883.S,Diaz-Santos Tanio,CL,1,6,4.2,0.0,0.0,0.0,WISE J2246-0526: An Evolving Inter-stellar Medium Hiding Beneath an Hyper-luminous AGN
221,B,2015.1.01495.S,Wang Tao,EU,1,7,3.6,0.0,0.0,0.0,Are the most massive z > 4 galaxies hidden from HST ?
222,B,2015.1.00167.S,Martin Sergio,EU,2,346,8.0,0.0,0.0,0.0,Spatially resolved wideband spectroscopy in ULIRG obscured nuclei II
223,B,2015.1.00530.S,De Breuck Carlos,EU,1,34,7.9,15.7,0.0,0.0,An ALMA-MUSE Survey of Extended Radio Galaxy Haloes
224,B,2015.1.00424.S,Kraus Stefan,EU,4,7,2.6,0.0,0.0,0.0,Characterizing the disk & collimated outflow around a high-mass protostar using multi-wavelength interferometry
225,B,2015.1.00059.S,Brunner Magdalena,EU,5,6,4.0,8.0,15.9,0.0,The mass loss history of the "fresh" carbon star TX Piscium - A showcase for stellar evolution
226,B,2015.1.00532.S,Caux Emmanuel,EU,3,7,2.9,0.0,0.0,0.0,Mapping the D/H ratio of Complex Organic Molecules in IRAS16293-2422 to probe its dynamics and chemistry
227,B,2015.1.01207.S,Nomura Hideko,EA,4,6,4.2,0.0,0.0,0.0,Diagnozing Protoplanet Formation in Protoplanetary Disks
228,B,2015.1.00283.S,Plunkett Adele,NA,3,7,5.4,0.0,0.0,0.0,Serpens South: Morphology and kinematics of the protostar at the cluster center
229,B,2015.1.00714.S,Sliwa Kazimierz,NA,2,6,3.1,4.2,8.3,0.0,Stirring the Pot: Giant Molecular Clouds in the Local Galaxy Merger NGC 3256
230,B,2015.1.00846.S,Farrah Duncan,NA,2,6,0.9,1.2,2.4,0.0,The end and the beginning of episodic AGN triggering in IC 2520
231,B,2015.1.00475.S,Coutens Audrey,EU,3,89,3.2,0.0,0.0,3.2,Investigating the water deuteration in a young protostellar system
232,B,2015.1.01569.S,Imara Nia,NA,2,83,4.5,0.0,0.0,4.5,CO vs. CI in Henize 2-10
233,B,2015.1.01528.S,Smail Ian,EU,1,7,11.1,0.0,0.0,0.0,AS2UDS : Clustering of ~1000 ALMA-identified submillimeter galaxies
234,B,2015.1.01486.S,Riechers Dominik,NA,1,786,4.7,0.0,0.0,2.7,Detailed Physical Properties of the Interstellar Medium of a z=5.2 Dusty Starburst
235,B,2015.1.00415.S,Wong Kenneth,EA,1,6,3.7,0.0,0.0,3.8,Direct Mass Measurements of Supermassive Black Holes in Distant Gravitational Lens Galaxies
236,B,2015.1.00690.S,Andrews Sean,NA,4,6,3.0,0.0,0.0,0.0,Validating Disk-based Dynamical Masses with Young Binaries
237,B,2015.1.00722.S,Guedel Manuel,EU,3,6,2.0,0.0,0.0,0.0,Blowin' in the Wind: The Outflows of DG Tau
238,B,2015.1.00377.S,Jorgensen Jes,EU,3,7,4.1,0.0,0.0,0.0,Dynamics and chemistry of a newly formed protostellar disk
239,B,2015.1.00591.S,Vila Vilaro Baltasar,EU,2,3,8.3,0.0,0.0,0.0,Molecular Gas Structures in Elliptical Galaxies
240,B,2015.1.01506.S,Rodriguez Joseph,NA,4,67,4.6,0.0,0.0,0.0,RW Aurigae: Probing the Aftermath of an Eccentric Star-Disk Fly-By
241,B,2015.1.00570.S,Lacy Mark,NA,2,3,4.8,0.0,0.0,0.0,Anatomy of a jet-cloud interaction and starburst in Minkowski's Object
242,B,2015.1.00056.S,Jorgensen Jes,EU,3,7,11.9,0.0,0.0,0.0,Formation of complex organics in solar-type protostars
243,B,2015.1.01161.S,Kaneko Hiroyuki,EA,2,73,3.9,6.6,0.0,0.0,How Is Molecular Gas Affected by the Collision of Galaxies at the Collision Front
244,B,2015.1.00894.S,Kitayama Tetsu,EA,1,3,4.9,9.9,0.0,0.0,"First spatially-resolved imaging of a massively star-forming, cooling-flow galaxy cluster core using the Sunyaev-Zel'dovich effect "
245,B,2015.1.00144.S,Darling Jeremy,NA,1,43,3.7,0.0,0.0,3.7,Identifying the Host and Physics of an Unknown Extragalactic Emission Line
246,B,2015.1.00986.S,Fukagawa Misato,EA,4,7,3.9,0.0,0.0,3.9,Multi-wavelength imaging of the possibly planet-induced asymmetries in a pre-transitional disc
247,B,2015.1.00007.S,Kerschbaum Franz,EU,5,36,2.4,4.9,9.8,0.0,Not alone?: Solving the complex mass loss puzzle of U Ant
248,B,2015.1.00518.S,Nagao Tohru,EA,1,78,7.6,0.0,0.0,1.9,The Extinction-free Metallicity Indicator for High-z Galaxies: Its Calibration and Application at z=3
249,B,2015.1.00024.S,Lee Chin-Fei,EA,3,7,8.6,0.0,0.0,8.6,Resolving the Rotation of Protostellar Jets
250,B,2015.1.00744.S,Podio Linda,EU,4,9,0.6,0.0,0.0,0.6,Validating magneto-centrifugal models: the disk & jet of T Tau N
251,B,2015.1.00030.S,Vlahakis Catherine,EU,2,3,7.7,0.0,0.0,7.7,Resolving the molecular gas within 100 pc of M87's supermassive black hole
252,B,2015.1.00496.S,Beuther Henrik,EU,3,6,5.0,0.0,0.0,5.0,High-mass disk formation and fragmentation
253,B,2015.1.00717.S,Cicone Claudia,EU,2,38,2.3,1.1,2.2,0.6,[CI](1-0) may trace H_2 better than CO(1-0): a sensitive test on molecular outflows
254,B,2015.1.01003.S,Ho Paul,NA,2,7,2.1,0.0,0.0,0.0,Proper Motions of Gas In the Immediate Vicinity of the Galactic Suppermassive Black Hole
255,B,2015.1.00979.S,Pascucci Ilaria,NA,4,3,5.7,0.0,0.0,5.7,Imaging the wind that clears protoplanetary disks
256,B,2015.1.00107.S,Tan Jonathan,NA,3,6,3.0,0.0,0.0,0.0,A Tale of Two Cores I. Resolving the Initial Conditions of Massive Star Formation
257,B,2015.1.00821.S,Finkelstein Steven,NA,1,67,5.7,0.0,0.0,0.0,Probing the Physics Behind Enhanced Star Formation in the Early Universe
258,B,2015.1.00055.S,Pope Alexandra,NA,1,7,7.9,0.0,0.0,0.0,Quantifying the Role of Environment in Star Formation: ISM masses along the Cosmic Web with ALMA
259,B,2015.1.00338.S,Sahai Raghvendra,NA,5,7,6.0,0.0,0.0,6.0,To launch or not: A study of magnetic fields in post-AGB objects with and without massive outflows 
260,B,2015.1.00410.S,Tang Ya-Wen,EA,4,76,4.8,0.0,0.0,0.0,"Molecular outflows, accreting spirals and a circumbinary disk in a young binary system"
261,B,2015.1.01455.S,van der Werf Paul,EU,1,76,6.8,0.0,0.0,0.0,The origin of H2O emission and molecular outflows in IR-luminous galaxies
262,B,2015.1.00025.S,Gerin Maryvonne,EU,3,67,5.9,0.0,0.0,0.9,Zooming in onto the First Hydrostatic Core Candidate and young Class 0 in Barnard 1
263,B,2015.1.00075.S,Muller Sebastien,EU,2,7,10.2,0.0,0.0,0.0,Monitoring PKS1830-211: the submm activity of the blazar and the variability of the foreground absorption lines
264,B,2015.1.00848.S,Crockett Nathan,NA,3,9,1.5,2.9,0.0,1.5,H2S: A New Probe of Hidden Luminosity in Orion KL
265,B,2015.1.00889.S,Tang Ya-Wen,EA,4,6,4.1,0.0,0.0,4.1,"Inner disk, dust ring and spiral-like structures in the circumstellar disk AB Aurigae"
266,B,2015.1.01331.S,Hughes Annie,EU,2,7,8.0,0.0,0.0,7.5,Dust Polarization in NGC1566: First Look at the B-Field in the Cold ISM of a Grand Design Spiral Galaxy
267,B,2015.1.01520.S,Jachym Pavel,EU,2,67,8.5,11.4,0.0,0.0,Star formation and gas mixing in a multi-phase tail of the nearest jellyfish galaxy
268,B,2015.1.00751.S,Marcelino Nuria,EU,3,9,6.3,0.0,0.0,6.3,Warm Deuteration of HCN in Orion-KL
269,B,2015.1.00480.S,Girart Josep,EU,4,67,5.3,0.0,0.0,3.1,Unveiling the disk around the massive protostar powering the magnetized HH 80-81 jet
270,B,2015.1.00256.S,SÃ¡nchez Contreras Carmen,EU,5,7,8.0,0.0,0.0,0.0,"The massive, fast-bipolar outflow of the extreme AGB star OH 231.8+4.2"
271,B,2015.1.00914.S,Stacey Gordon,NA,1,6,3.0,0.0,0.0,1.6,CO-free Star Formation & Black Hole Activity in 3C368 at z = 1.131: Coeval Growth in the Stellar Populations and Supermassive Black Hole Mass
272,B,2015.1.00834.S,Willott Chris,NA,1,6,6.7,0.0,0.0,0.0,Resolving a main-sequence star-forming galaxy merger at redshift 6
273,B,2015.1.01229.S,Anglada Guillem,EU,3,7,4.3,0.0,0.0,0.0,Exploring the Early Stages of Formation of Disks and Outflows in Uneven Close Binary Systems. The Case of SVS 13
274,B,2015.1.00928.S,Pavesi Riccardo,NA,1,6,4.1,0.0,0.0,0.0,Ionized and Neutral ISM Properties in "Normal" vs. Starburst Galaxies at z=5-6
275,B,2015.1.00390.S,Rosolowsky Erik,NA,2,83,2.4,0.0,0.0,1.4,Using CI to Map the Real Structure of a Low-Metallicity Starburst
276,B,2015.1.00934.S,Ricci Luca,NA,4,7,4.2,0.0,0.0,0.0,Investigating molecular gas in disks around young Brown Dwarfs with ALMA
277,B,2015.1.00261.S,Ceccarelli Cecilia,EU,3,3,3.9,0.0,0.0,0.0,Cyanoacetylene deuteration and the link with the Solar System early phases
278,B,2015.1.01359.S,Maccagni Filippo,EU,2,6,3.4,0.0,0.0,0.0,Investigating the feeding of a baby radio galaxy
279,B,2015.1.01593.S,Hirota Akihiko,EA,2,37,3.5,6.9,13.8,0.0,Multi CO line imaging of the nearby galaxy M83: Variation of cloud properties across the g|observe gas clouds dens alactic structures
280,B,2015.1.00239.S,Majumdar Liton,EU,4,7,1.5,0.0,0.0,0.0,Searching for H2D+ in the circumbinary disk surrounding GG Tau A
281,B,2015.1.00646.S,Castro-Carrizo Arancha,EU,5,97,8.6,0.0,0.0,4.4,"Last equatorial flows in axial PNe, effects of a binary stellar system"
282,B,2015.1.01530.T,Boissier Jeremie,EU,4,7,4.8,0.0,0.0,0.0,The origin of cometary matter: isotopic fractionation in a bright comet
283,B,2015.1.00456.S,Swinbank Mark,EU,1,7,5.0,0.0,0.0,6.4,Gas Dynamics and Clump Scaling Relations in High-Redshift SMGs
284,B,2015.1.01096.S,Wang Wei-Hao,EA,1,6,5.2,0.0,0.0,0.0,ISM and Kinematics of a Luminous UV-Selected Galaxy in the EOR
285,B,2015.1.01312.S,Fuller Gary,EU,3,6,5.6,0.0,0.0,0.0,Tracing the evolution of massive protostars
286,B,2015.1.00736.S,Rangwala Naseem,NA,2,897,14.4,0.0,0.0,14.1,"Mapping the Morphology, Kinematics, and Excitation of Molecular Gas in Arp 220"
287,B,2015.1.01042.S,van der Werf Paul,EU,1,76,4.7,0.0,0.0,0.0,Establishing OH+ as a robust outflow tracer for high redshift galaxies
288,B,2015.1.00357.S,Tan Jonathan,NA,3,6,9.5,19.0,38.0,0.0,Kinematics of Massive Star Cluster in Formation
289,B,2015.1.01384.S,Li Jian-Yang,NA,4,6,9.1,0.0,0.0,3.0,Probing Subsurface Water Ice Reservoirs on Ceres
290,B,2015.1.00627.S,Russell Helen,EU,2,6,2.4,0.0,0.0,0.0,Driving molecular gas flows with radio bubbles in A2052's brightest cluster galaxy
291,B,2015.1.00890.S,Sakamoto Kazushi,EA,2,6,2.3,3.7,7.5,0.0,From Bars to CMZs and YMCs
292,B,2015.1.01535.S,BÃ¡ez Rubio Alejandro,EU,3,7,3.5,0.0,0.0,0.0,Revealing a new population of UC-HII regions with maser RRLs
293,B,2015.1.00600.S,Sanchez-Monge Alvaro,EU,4,7,3.8,0.0,0.0,0.0,Dissecting disks around young B-type stars
294,B,2015.1.00235.S,Groenewegen Martin,EU,5,76,4.3,0.0,0.0,0.0,Mass loss on the RGB: reaching the limits
295,B,2015.1.01028.S,Stierwalt Sabrina,NA,2,7,2.3,0.0,0.0,0.0,Tracing Shock Chemistry in Luminous IR Galaxies: Spatially Resolved Shocks in Extreme H2 Emitters
296,B,2015.1.01178.S,Egami Eiichi,NA,1,6,4.9,0.0,0.0,0.0,ALMA Observations of z~6.7-6.8 Galaxies with Strong Optical Nebular Emission: Re-Evaluating ALMA's Potential for Detecting z>6 Galaxies
297,B,2015.1.01406.S,Watson Darach,EU,1,67,14.0,0.0,0.0,0.0,Anomalously faint [CII] from a merger at z=7.60
298,B,2015.1.01404.S,AndrÃ© Philippe,EU,3,3,2.9,5.9,0.0,0.0,Probing the velocity structure of the NGC 6334 filament
299,B,2015.1.00725.S,Guidi Greta,EU,4,3,3.7,0.0,0.0,0.0,Witnessing grain growth across the CO snowline in HD163296
300,B,2015.1.00581.S,Jameson Katherine,NA,3,6,3.8,0.0,0.0,0.0,Spying on our Neighbors: Peering into Low Metallicity Molecular Clouds in the Small Magellanic Cloud
301,B,2015.1.01074.S,Inami Hanae,NA,1,7,5.4,0.0,0.0,0.0,Properties of a temperature-unbiased sample of Herschel 250um-selected galaxies at z > 2.5
302,B,2015.1.00110.S,Vlahakis Catherine,EU,2,8,6.0,0.0,0.0,6.0,Unveiling molecular gas in local Herschel-ATLAS galaxies
303,B,2015.1.01046.S,Higdon James,NA,2,3,10.5,0.0,0.0,0.0,The Molecular ISM and Star Formation Laws of Arp 147 and AM0644-741
304,B,2015.1.00637.S,Jensen Eric,NA,4,7,3.8,0.0,0.0,0.0,Are Planetary Orbits Aligned with Binary Orbits?
305,B,2015.1.00341.S,Takahashi Satoko,EA,3,6,12.9,4.1,8.2,9.8,Revealing Magnetic Field Structures: IM-mass Cores in OMC-3
306,U,2015.1.00017.S,Vlemmings Wouter,EU,5,7,4.9,0.0,0.0,4.9,Probing the magnetic field and dust alignment around the AGB star W Hya
307,B,2015.1.00329.S,Evans Aaron,NA,2,3,4.4,0.0,0.0,0.0,Do Optically-Luminous PG QSOs in the Local Universe Reside in Molecular Gas-Rich Hosts?
308,B,2015.1.00090.S,Roberge Aki,NA,4,8,1.7,0.0,0.0,1.7,The mysterious gas in the 49 Ceti debris disk
309,U,2015.1.00499.S,Schilke Peter,EU,3,7,3.8,7.5,15.0,0.0,Filament fragmentation in the high-mass Star Forming region G327.3-0.6
310,U,2015.1.00360.S,Lagos Claudia,EU,1,987,3.8,0.0,0.0,3.2,Robust estimates of the Molecular Hydrogen Mass in high-redshift Luminous Galaxies: Measurements of HF and CH
311,B,2015.1.00942.S,Spilker Justin,NA,1,8,5.1,0.0,0.0,5.1,"Shut It Down: Probing Molecular Feedback in z~4.5 Dusty, Star-forming Galaxies"
312,B,2015.1.00656.S,Hartigan Patrick,NA,3,86,3.6,7.3,14.5,2.5,Testing Basic PDR Physics in Carina's Western Wall
313,U,2015.1.00127.S,Farihi Jay,EU,4,6,6.4,0.0,0.0,0.0,Imaging the Exo-Terrestrial Debris Orbiting van Maanen's Star
314,U,2015.1.01479.T,Greiner Jochen,EU,1,3,9.2,0.0,0.0,0.0,Probing the Physics of Gamma-Ray Burst Jets with ALMA
315,C,2015.1.00042.S,Gonzalez-Alfonso Eduardo,EU,2,79,1.9,0.0,0.0,0.7,Vibrational H2O emission in NGC 4418: a search for buried AGN through the greenhouse effect
316,B,2015.1.00708.S,Armus Lee,NA,2,7,4.0,0.0,0.0,0.0,Hearts of Darkness: A Look at the Most Heavily Obscured LIRGs with ALMA
317,C,2015.1.00749.S,Mottram Joseph,EU,3,673,4.3,8.7,17.4,0.0,Properties of the most distant star-forming GMC in the Milky Way
318,B,2015.1.00761.S,Sheehan Patrick,NA,4,37,3.2,0.0,0.0,1.8,Disk Masses and Dust Grain Growth in Class I Protostars in Ophiuchus
319,U,2015.1.00269.S,Santander-GarcÃ­a Miguel,EU,5,7,7.5,0.0,0.0,0.0,The structure and dynamics of the very inner equatorial regions of bipolar planetary nebulae
320,B,2015.1.00597.S,Seth Anil,NA,2,6,5.4,0.0,0.0,5.4,Weighing Low Mass Black Holes in the Nearest AGN
321,C,2015.1.01363.S,Csengeri Timea,EU,3,3,2.4,4.9,9.8,0.0,Large scale infall or local collapse forms massive clusters?
322,U,2015.1.00270.S,Saur Joachim,EU,4,7,5.0,0.0,0.0,0.0,What shapes atmospheres within dense plasmas? Winds and structure of Io's atmosphere
323,B,2015.1.01558.T,Schulze Steve,CL,1,73,7.3,0.0,0.0,0.0,Particle Acceleration in GRB Afterglows
324,B,2015.1.01113.S,Egami Eiichi,NA,1,673,3.4,0.0,0.0,0.0,Exceptionally Bright Cluster-Lensed SMGs at z=2.0 and 4.7
325,B,2015.1.01163.S,Hunter Todd,NA,3,486,2.8,0.0,0.0,2.8,Measuring the luminosity of massive protostars via their millimeter brightness temperature
326,B,2015.1.01426.S,Tremblay Grant,NA,2,6,9.3,0.0,0.0,0.0,Beaded Strings of Young Stellar Superclusters between Merging Elliptical Galaxies
327,U,2015.1.00214.S,Lutz Dieter,EU,1,7,15.6,0.0,0.0,0.0,Star-forming and quenched AGN hosts at the peak of cosmic accretion
328,B,2015.1.01170.S,Asada Keiichi,EA,2,3,4.9,0.0,0.0,4.9,Mass accretion onto the Super Massive Black Hole of M 87
329,B,2015.1.01353.S,Christiaens Valentin,CL,4,63,3.5,0.0,0.0,0.0,What is the origin of spiral arms in the disk of HD 142527?
330,U,2015.1.00622.S,Harju Jorma,EU,3,7,2.1,0.0,0.0,0.0,Circumstellar disk in Cha-MMS1
331,B,2015.1.00631.S,Indebetouw Remy,NA,5,68,13.9,0.0,0.0,13.9,"SN1987A: high resolution shock, dust, molecular, and nuclear physics"
332,C,2015.1.00615.S,Sanna Alberto,EU,4,6,1.9,0.0,0.0,0.0,Revealing the disk rotation curve around an O-type YSO
333,U,2015.1.01513.S,Mueller Cornelia,EU,2,643,4.7,0.0,0.0,4.7,Unraveling the multiscale emission of the unique gamma-ray emitter PMN J1603-4904 with ALMA
334,B,2015.1.00977.S,Johnson Kelsey,NA,3,67,6.3,0.0,0.0,0.0,Understanding the Formation of Globular Clusters
335,B,2015.1.01380.S,Oya Yoko,EA,3,76,2.8,0.0,0.0,0.0,IRAS 15398-3359: Very Low Mass Class 0 Protostar?
336,U,2015.1.00103.S,Zwaan Martin,EU,1,7,1.9,0.0,0.0,0.0,First physical connection of an intervening absorption system to its cold gas seen in emission
337,C,2015.1.00851.S,Emonts Bjorn,EU,1,4,3.1,0.0,0.0,0.0,Cold gas in a cosmic `Spiderweb' of proto-galaxies: witnessing the in-situ birth of a giant cluster elliptical?
338,U,2015.1.01306.S,Bigiel Frank,EU,2,3,4.8,0.0,0.0,0.0,Galaxy Disk Growth in Action: Probing the Star-Forming Gas in the Extreme Outer Disk of M83
339,B,2015.1.01460.S,van der Plas Gerrit,CL,4,6,3.5,0.0,0.0,0.0,Dynamical Masses of a Taurus Low Mass Star and Brown Dwarf
340,B,2015.1.00405.S,Catinella Barbara,OTHER,2,3,21.0,0.0,0.0,0.0,"Physical drivers of the H2/HI ratio in extremely gas-rich, star-forming galaxies"
341,B,2015.1.00019.S,Hodge Jacqueline,NA,1,398,6.2,0.0,0.0,2.1,Resolving the star-forming ISM at z~2-3
342,B,2015.1.00844.S,Pascucci Ilaria,NA,4,7,11.5,0.0,0.0,0.0,Dust disk radii: testing the inward migration of solids
343,U,2015.1.01545.S,Moore Toby,EU,3,7,13.6,18.2,0.0,0.0,The formation of massive young stellar clusters
344,B,2015.1.00910.T,Corsi Alessandra,NA,5,73,5.3,0.0,0.0,0.0,Unraveling the physics of broad-line type Ic supernovae with ALMA
345,B,2015.1.01056.S,Kenney Jeffrey,NA,2,76,3.0,4.2,0.0,0.0,ALMA Mapping of a Great Case of Ongoing Ram Pressure Stripping in the Nearby Virgo Cluster
346,B,2015.1.00461.S,Kwon Woojin,EA,3,6,3.8,0.0,0.0,3.8,Understanding Magnetic Field Morphologies of Star Formation Depending on Observational Size-scales
