CODE	Executive	SB_name	SB_uid	State	Priority	Array	reqExecs	qaa	qab	status	
2012.1.00640.S	NA 	Sextans_A_230_12m_C32-12 	uid://A002/X628157/Xa4 	READY 	FILLER 	C32-2 	3 	2 	2	Observing timed out, send for expedite QA2	
2012.1.00681.S	NA 	TW_Hya_220GHz_12m_C32-5 	uid://A002/X684eb5/X241 	READY 	FILLER 	C32-6 	2 	0 	0	Observing timed out	
2012.1.00681.S	NA 	TW_Hya_279GHz_12m_C32-5 	uid://A002/X684eb5/X242 	READY 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00698.S	NA 	HD141569_331GHz_12m_C32-5 	uid://A002/X684eb5/X236 	READY 	FILLER 	C32-6 	2 	0 	0	Observing timed out	
2012.1.00709.S	EA 	Multi-source_12M_B6 	uid://A002/X75fbd6/Xae 	READY 	FILLER 	C32-4 	1 	0 	0	Observing timed out	
2012.1.00709.S	EA 	Multi-source_7M_B6 	uid://A002/X75fbd6/Xaf 	READY 	FILLER 	SEVEN-M 	2 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_12m_B7 	uid://A002/X758152/X43 	READY 	FILLER 	C32-1 	1 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_D1_12m 	uid://A002/X758152/X47 	READY 	FILLER 	C32-1 	1 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_D1_Science_TP 	uid://A002/X758152/X4a 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_D2_12m 	uid://A002/X758152/X4b 	READY 	FILLER 	C32-1 	1 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_D2_Science_TP 	uid://A002/X758152/X4e 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_Science_TP_B3 	uid://A002/X758152/X42 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	VV219_Science_TP_B7 	uid://A002/X758152/X46 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	query_AmpCal_D1_TP 	uid://A002/X758152/X49 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	query_AmpCal_D2_TP 	uid://A002/X758152/X4d 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	query_AmpCal_TP_B3 	uid://A002/X758152/X41 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00759.S	EA 	query_AmpCal_TP_B7 	uid://A002/X758152/X45 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.00807.S	EA 	Multi-source_I 	uid://A002/X67ccb6/X1e 	READY 	FILLER 	C32-6 	1 	0 	0	Observing timed out	
2012.1.00807.S	EA 	Multi-source_II 	uid://A002/X67ccb6/X20 	READY 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00807.S	EA 	Multi-source_III 	uid://A002/X67ccb6/X21 	READY 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00807.S	EA 	NGC_4536 	uid://A002/X67ccb6/X1f 	READY 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00817.S	EU 	IC860_12m_B7_repeat_x1 	uid://A002/X7fb989/X62 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00848.S	EA 	IRAS04368+2557 	uid://A002/X6444ba/X1a3 	READY 	FILLER 	C32-1,C32-2 	11 	0 	0	Observing timed out	
2012.1.00934.S	EU 	HiZELS-UDS_B3_repeat_x4 	uid://A002/X75fbd6/X138 	READY 	FILLER 	C32-3,C32-4,C32-5,C32-6 	4 	0 	0	Observing timed out	
2012.1.00934.S	EU 	HiZELS-UDS_B6_repeat_x2 	uid://A002/X75fbd6/X139 	READY 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	4 	2 	2	Observing timed out, send for expedite QA2	
2012.1.00955.S	CL 	HD149757_B7 	uid://A002/X684eb5/X136 	READY 	FILLER 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.01012.S	CL 	TW_Hya_B3_12m_compact 	uid://A002/X684eb5/X20 	READY 	FILLER 	C32-1,C32-2 	2 	1 	1	Observing timed out, send for expedite QA2	
2012.1.01060.S	EA 	IRAS_CCH 	uid://A002/X7fb989/X39 	READY 	FILLER 	C32-3,C32-4 	2 	0 	0	Observing timed out	
2012.1.01060.S	EA 	IRAS_H2CO 	uid://A002/X7fb989/X3a 	READY 	FILLER 	C32-3,C32-4 	2 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_12m_b6 	uid://A002/X6f9b0f/X23c 	READY 	FILLER 	C32-4 	1 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_12m_b7 	uid://A002/X6f9b0f/X240 	READY 	FILLER 	C32-4 	1 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_7m_b6 	uid://A002/X6f9b0f/X23d 	READY 	FILLER 	SEVEN-M 	3 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_7m_b7 	uid://A002/X6f9b0f/X241 	READY 	FILLER 	SEVEN-M 	3 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_TP_b6 	uid://A002/X6f9b0f/X23f 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.01092.S	EA 	3C31_TP_b7 	uid://A002/X6f9b0f/X243 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.01092.S	EA 	TP_Amp-Cal_b6 	uid://A002/X6f9b0f/X23e 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.01092.S	EA 	TP_Amp-Cal_b7 	uid://A002/X6f9b0f/X242 	READY 	FILLER 	TP-ARRAY 	3 	0 	0	Observing timed out	
2012.1.01159.S	NA 	ElGordo_247GHz_12m 	uid://A002/X684eb5/Xa7 	READY 	FILLER 	C32-1,C32-2 	4 	0 	0	Observing timed out	
2012.1.01173.S	CL 	skidmark_346GHz_12m 	uid://A002/X6b0cc1/X161 	READY 	FILLER 	C32-3,C32-4,C32-5 	2 	0 	0	Observing timed out	
2012.1.01173.S	CL 	skidmark_97GHz_12m 	uid://A002/X6b0cc1/X160 	READY 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00019.S	EU 	B3_12m_Cen_A_13CO1-0 	uid://A002/X6444ba/X77 	SUSPENDED 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00019.S	EU 	B3_Cent_A_12CO1-0_12m 	uid://A002/X6444ba/X7c 	SUSPENDED 	FILLER 	C32-4,C32-5 	1 	0 	0	Observing timed out	
2012.1.00181.S	CL 	NN_Ser 	uid://A002/X6444ba/X1b8 	SUSPENDED 	FILLER 	C32-3,C32-4,C32-5,C32-6 	2 	0 	0	Observing timed out	
2012.1.00261.S	EU 	Bullet_Cluster_B6_1 	uid://A002/X6444ba/X9e 	SUSPENDED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	2 	1 	1	Observing timed out, send for expedite QA2	
2012.1.00313.S	EU 	ChaI_B7_12m 	uid://A002/X5eed86/Xa3 	SUSPENDED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	5 	3 	3	Observing timed out, send for expedite QA2	
2012.1.01012.S	CL 	TW_Hya_B3_12m_extended 	uid://A002/X684eb5/X1f 	SUSPENDED 	FILLER 	C32-5,C32-6 	1 	0 	0	Observing timed out	
2012.1.00019.S	EU 	B6_Cen_A_13CO2-1_12m 	uid://A002/X6444ba/X78 	VERIFIED 	FILLER 	C32-3,C32-4 	1 	1 	1	Done	
2012.1.00261.S	EU 	a1689_B6_1 	uid://A002/X6444ba/X9c 	VERIFIED 	FILLER 	C32-2,C32-3,C32-4,C32-5,C32-6 	3 	3 	3	Done	
2012.1.00566.S	NA 	NGC5253_262GHz_12m 	uid://A002/X684eb5/X9d 	VERIFIED 	FILLER 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00542.S	CL 	Barnard_30_North 	uid://A002/X6444ba/X33 	ARCHIVED_AT_JAO 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.1.00554.S	EA 	N159E-b3-7m 	uid://A002/X5d7935/X3a5 	ARCHIVED_AT_JAO 	HIGHEST 	SEVEN-M 	6 	6 	6	Done	
2012.1.00554.S	EA 	N159E-b6-7m 	uid://A002/X5d7935/X3a3 	ARCHIVED_AT_JAO 	HIGHEST 	SEVEN-M 	4 	4 	4	Done	
2012.1.00554.S	EA 	N159W-b6-12m 	uid://A002/X5d7935/X39e 	ARCHIVED_AT_JAO 	HIGHEST 	C32-2,C32-3 	2 	2 	2	Done	
2012.1.00762.S	EA 	m83_12m 	uid://A002/X5a9a13/X684 	ARCHIVED_AT_JAO 	HIGHEST 	C32-3,C32-4 	5 	5 	5	Done	
2012.1.00973.S	OTHER 	Multi-source_b3 	uid://A002/X5eed86/X7a 	ARCHIVED_AT_JAO 	HIGHEST 	C32-2,C32-3 	2 	2 	2	Done	
2012.1.00001.S	NA 	DO NOT OBSERVE 	uid://A002/X5a9a13/X7a4 	DELETED 	HIGHEST 	C32-4 	1 	0 	0	Deleted	
2012.1.00001.S	NA 	DO NOT OBSERVE 	uid://A002/X5a9a13/X7a8 	DELETED 	HIGHEST 	C32-5 	3 	0 	0	Deleted	
2012.1.00001.S	NA 	NGC1097_115_7m_C32-4 	uid://A002/X5a9a13/X7a5 	DELETED 	HIGHEST 	ACA 	2 	0 	0	Deleted	
2012.1.00091.S	EU 	Red_Rectangle 	uid://A002/X5d7935/X2b4 	DELETED 	HIGHEST 	C32-4,C32-5 	4 	0 	0	Deleted	
2012.1.00091.S	EU 	Red_Rectangle 	uid://A002/X5d7935/X2b5 	DELETED 	HIGHEST 	C32-6 	3 	0 	0	Deleted	
2012.1.00143.S	EU 	Do not use 	uid://A002/X5a9a13/X562 	DELETED 	HIGHEST 	C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00382.S	CL 	HH46-47 - Science 	uid://A002/X6444ba/X149 	DELETED 	HIGHEST 	TP-ARRAY 	10 	0 	0	Deleted	
2012.1.00382.S	CL 	query - Amp Cal 	uid://A002/X6444ba/X148 	DELETED 	HIGHEST 	TP-ARRAY 	1 	0 	0	Deleted	
2012.1.00423.S	EA 	Deleted 	uid://A002/X5ce05d/X175 	DELETED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	7 	0 	0	Deleted	
2012.1.00423.S	EA 	Ln1689-4 	uid://A002/X5a9a13/X10c 	DELETED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	5 	0 	0	Deleted	
2012.1.00501.S	NA 	Do Not Observe 	uid://A002/X6ac013/X2 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.00501.S	NA 	Do Not Observe 	uid://A002/X6ac013/X1 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.00604.S	NA 	Do not use 	uid://A002/X5ce05d/X108 	DELETED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00604.S	NA 	Do not use 	uid://A002/X6f9b0f/X9f 	DELETED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00635.S	NA 	Do not use 	uid://A002/X6444ba/X13a 	DELETED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00635.S	NA 	Do not use 	uid://A002/X6444ba/X13b 	DELETED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	1 	0 	0	Deleted	
2012.1.00762.S	EA 	m83_tp - Science 	uid://A002/X5a9a13/X68f 	DELETED 	HIGHEST 	TP-ARRAY 	9 	0 	1	Deleted	
2012.1.00762.S	EA 	query - Amp Cal 	uid://A002/X5a9a13/X68e 	DELETED 	HIGHEST 	TP-ARRAY 	1 	0 	0	Deleted	
2012.1.01011.S	EU 	Do not run -  Oph_B-11 	uid://A002/X7c8e5d/X14 	DELETED 	HIGHEST 	C32-2,C32-3,C32-4 	1 	0 	0	Deleted	
2012.1.01011.S	EU 	Do not run - Oph_B-11 	uid://A002/X7c8e5d/X15 	DELETED 	HIGHEST 	SEVEN-M 	3 	0 	0	Deleted	
2012.1.01011.S	EU 	Do not run - Oph_B-11 - Science 	uid://A002/X7c8e5d/X17 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.01011.S	EU 	Do not run - query - Amp Cal 	uid://A002/X7c8e5d/X16 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.01099.S	NA 	Deleted 	uid://A002/X5d7935/X3d1 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.01099.S	NA 	Deleted 	uid://A002/X5d7935/X3d6 	DELETED 	HIGHEST 	TP-ARRAY 	3 	0 	0	Deleted	
2012.1.01125.S	NA 	C2011_L4_PanSTARRS_255GHz_12m_C32-1234 	uid://A002/X5ce05d/X24 	DELETED 	HIGHEST 	C32-2 	UNDEFINED 	0 	0	Deleted	
2012.1.01125.S	NA 	C2011_L4_PanSTARRS_255GHz_7m 	uid://A002/X5ce05d/X25 	DELETED 	HIGHEST 	ACA 	UNDEFINED 	0 	0	Deleted	
2012.1.01125.S	NA 	C2011_L4_PanSTARRS_355GHz_12m_C32-1234 	uid://A002/X5ce05d/X22 	DELETED 	HIGHEST 	C32-2 	UNDEFINED 	0 	0	Deleted	
2012.1.01125.S	NA 	C2011_L4_PanSTARRS_355GHz_7m 	uid://A002/X5ce05d/X23 	DELETED 	HIGHEST 	ACA 	UNDEFINED 	0 	0	Deleted	
2012.1.00001.S	NA 	NGC1097_115_7m_C32-4 	uid://A002/X6f9b0f/X7b 	DELIVERED 	HIGHEST 	SEVEN-M 	2 	4 	4	Done	
2012.1.00012.S	EU 	SgrB2-N 	uid://A002/X684eb5/X2a 	DELIVERED 	HIGHEST 	C32-4,C32-5 	1 	1 	1	Done	
2012.1.00031.S	NA 	CHA1_SG1_115_12m_C32-2345 	uid://A002/X5a9a13/X120 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4 	1 	2 	2	Done	
2012.1.00031.S	NA 	CHA1_SG2_115_12m_C32-2345 	uid://A002/X5a9a13/X121 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4 	1 	1 	1	Done	
2012.1.00031.S	NA 	CHA1_SG3_115_C32-2345 	uid://A002/X5a9a13/X122 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4 	1 	1 	1	Done	
2012.1.00031.S	NA 	CHA1_SG4_115_C32-2345 	uid://A002/X5a9a13/X123 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4 	2 	2 	2	Done	
2012.1.00031.S	NA 	CHA1_SG5_115_C32-2345 	uid://A002/X5a9a13/X124 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4 	1 	1 	1	Done	
2012.1.00076.S	NA 	Multi-sourceID125_273_12m_C32-1 	uid://A002/X5ce05d/X37 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00076.S	NA 	Multi-sourceID177_264_12m_C32-1 	uid://A002/X5ce05d/X38 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00076.S	NA 	Multi-sourceID192_252_12m_C32-1 	uid://A002/X5ce05d/X39 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00076.S	NA 	Multi-sourceID209_232_12m_C32-1 	uid://A002/X5ce05d/X3b 	DELIVERED 	HIGHEST 	C32-1,C32-2 	2 	2 	2	Done	
2012.1.00076.S	NA 	Multi-sourceID217_244_12m_C32-1 	uid://A002/X5ce05d/X3a 	DELIVERED 	HIGHEST 	C32-1,C32-2 	2 	2 	2	Done	
2012.1.00076.S	NA 	Multi-sourceID220_244_12m_C32-1 	uid://A002/X5ce05d/X3c 	DELIVERED 	HIGHEST 	C32-1,C32-2 	3 	3 	3	Done	
2012.1.00076.S	NA 	Multi-sourceID244_232_12m_C32-1 	uid://A002/X5ce05d/X3d 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	2 	2	Done	
2012.1.00090.S	EU 	S2CLS_UDS_Subsample1 	uid://A002/X5eed86/X23 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00090.S	EU 	S2CLS_UDS_Subsample2 	uid://A002/X5eed86/X24 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00097.S	EU 	R_Scl_b7_7m 	uid://A002/X684eb5/X278 	DELIVERED 	HIGHEST 	SEVEN-M 	4 	4 	4	Done	
2012.1.00108.S	NA 	NGC253_115_12m_C32-1234 	uid://A002/X5a9a13/X70c 	DELIVERED 	HIGHEST 	C32-2,C32-3 	3 	4 	4	Done	
2012.1.00108.S	NA 	NGC253_115_ACA 	uid://A002/X5d3d26/X2c 	DELIVERED 	HIGHEST 	SEVEN-M 	10 	10 	10	Done	
2012.1.00129.S	EU 	GG_Tau_B7_C32-5 	uid://A002/X6444ba/Xea 	DELIVERED 	HIGHEST 	C32-3,C32-4,C32-5 	3 	3 	3	Done	
2012.1.00142.S	EU 	beta_pictoris_aca 	uid://A002/X5a9a13/X584 	DELIVERED 	HIGHEST 	ACA 	2 	3 	3	Done	
2012.1.00142.S	EU 	beta_pictoris_c32-2 	uid://A002/X5a9a13/X583 	DELIVERED 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.1.00165.S	EA 	NGC7469_Band7 	uid://A002/X6444ba/X179 	DELIVERED 	HIGHEST 	C32-3,C32-4 	2 	2 	2	Done	
2012.1.00195.S	NA 	49Ceti_345_12m_C32-3 	uid://A002/X5a9a13/X11a 	DELIVERED 	HIGHEST 	C32-3,C32-4,C32-5 	1 	1 	1	Done	
2012.1.00198.S	NA 	AU_Mic_230_12m_C32-12 	uid://A002/X609170/X167 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00229.S	NA 	BP_Psc_346_12m 	uid://A002/X628157/Xce 	DELIVERED 	HIGHEST 	C32-4,C32-5 	3 	4 	4	Done	
2012.1.00268.S	EU 	chi1_Ori 	uid://A002/X5a9a13/X52a 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	2 	3 	3	Done	
2012.1.00275.S	EU 	DM_Tau_B6_12m 	uid://A002/X5d7935/X107 	DELIVERED 	HIGHEST 	C32-3,C32-4 	5 	5 	5	Done	
2012.1.00293.S	EU 	2dFGRS_S833Z022 	uid://A002/X6802f4/X2 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00293.S	EU 	ESO534-G001 	uid://A002/X6802f4/X1 	DELIVERED 	HIGHEST 	C32-1,C32-2 	2 	2 	2	Done	
2012.1.00326.S	EA 	Multi-source1 	uid://A002/X5d7935/X1fb 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00326.S	EA 	Multi-source2 	uid://A002/X5d7935/X1fc 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00326.S	EA 	Multi-source3 	uid://A002/X5d7935/X1fd 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00336.S	NA 	NGC6822_Field1_231GHz_12m 	uid://A002/X684eb5/X216 	DELIVERED 	HIGHEST 	C32-2 	1 	1 	1	Done	
2012.1.00336.S	NA 	NGC6822_Field2_231GHz_12m 	uid://A002/X684eb5/X217 	DELIVERED 	HIGHEST 	C32-2 	1 	1 	1	Done	
2012.1.00336.S	NA 	NGC6822_Field3_231GHz_12m 	uid://A002/X684eb5/X218 	DELIVERED 	HIGHEST 	C32-2 	1 	1 	1	Done	
2012.1.00336.S	NA 	NGC6822_Field5_231GHz_12m 	uid://A002/X684eb5/X21a 	DELIVERED 	HIGHEST 	C32-2 	1 	1 	1	Done	
2012.1.00346.S	NA 	L483_355_12m_C32-3 	uid://A002/X5a9a13/X7be 	DELIVERED 	HIGHEST 	C32-3,C32-4,C32-5,C32-6 	3 	4 	4	Done	
2012.1.00350.S	CL 	Multi-source_CHX22_12m 	uid://A002/X5d7935/X10d 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00350.S	CL 	Multi-source_J1625_12m 	uid://A002/X5d7935/X10e 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00350.S	CL 	Multi-source_V1322_12m 	uid://A002/X5d7935/X10f 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00352.S	EU 	Orion_Bar_B7_12m 	uid://A002/X6dddc4/X63 	DELIVERED 	HIGHEST 	C32-2,C32-3 	3 	3 	3	Done	
2012.1.00377.S	EA 	NGC4418_outflowb6_7m 	uid://A002/X5eed86/X59 	DELIVERED 	HIGHEST 	SEVEN-M 	3 	4 	4	Done	
2012.1.00382.S	CL 	HH46-47_110_12m_C32-1 	uid://A002/X5a9a13/X6d3 	DELIVERED 	HIGHEST 	C32-2 	3 	3 	3	Done	
2012.1.00394.S	CL 	Cha-MMS1_89GHz_7m_ACA 	uid://A002/X639a2a/X3f 	DELIVERED 	HIGHEST 	SEVEN-M 	4 	4 	4	Done	
2012.1.00394.S	CL 	Cha-MMS1_93GHz_12m_C32-2 	uid://A002/X639a2a/X40 	DELIVERED 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.1.00394.S	CL 	Multi-source_89GHz_12m_C32-2 	uid://A002/X639a2a/X3a 	DELIVERED 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.1.00394.S	CL 	Multi-source_93GHz_12m_C32-2 	uid://A002/X639a2a/X3c 	DELIVERED 	HIGHEST 	C32-2,C32-3 	4 	4 	4	Done	
2012.1.00395.S	NA 	orion-IRc2_272GHz_12m_C32-2 	uid://A002/X628157/X39 	DELIVERED 	HIGHEST 	C32-2 	1 	1 	1	Done	
2012.1.00402.S	CL 	SHiZELS-8_B3CO 	uid://A002/X5eed86/Xe3 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	3 	3 	3	Done	
2012.1.00423.S	EA 	CDFS_dual 	uid://A002/X5a9a13/X10b 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	3 	3 	3	Done	
2012.1.00423.S	EA 	Ln1689-4 	uid://A002/X5ce05d/X193 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	3 	4 	4	Done	
2012.1.00423.S	EA 	SSA22aC16 	uid://A002/X5a9a13/X10a 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00426.S	NA 	3C368_686_12m_C32-123456 	uid://A002/X5d7935/X9 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00437.S	CL 	HIP_26309_230_12m_C32-2 	uid://A002/X5ce05d/X121 	DELIVERED 	HIGHEST 	C32-3,C32-4 	1 	1 	1	Done	
2012.1.00437.S	CL 	HIP_26453_230_12m_C32-2 	uid://A002/X5ce05d/X120 	DELIVERED 	HIGHEST 	C32-3,C32-4 	2 	2 	2	Done	
2012.1.00437.S	CL 	HIP_26966_230_12m_C32-2 	uid://A002/X5ce05d/X11f 	DELIVERED 	HIGHEST 	C32-3,C32-4 	1 	1 	1	Done	
2012.1.00437.S	CL 	HIP_36948_230_12m_C32-2 	uid://A002/X5ce05d/X123 	DELIVERED 	HIGHEST 	C32-3,C32-4 	2 	2 	2	Done	
2012.1.00437.S	CL 	HIP_490_230_12m_C32-2 	uid://A002/X5ce05d/X122 	DELIVERED 	HIGHEST 	C32-3,C32-4 	1 	1 	1	Done	
2012.1.00437.S	CL 	HIP_88399_230_12m_C32-2 	uid://A002/X5ce05d/X11c 	DELIVERED 	HIGHEST 	C32-3,C32-4 	1 	1 	1	Done	
2012.1.00437.S	CL 	HIP_92024_230_12m_C32-2 	uid://A002/X5ce05d/X11b 	DELIVERED 	HIGHEST 	C32-3,C32-4 	3 	3 	3	Done	
2012.1.00437.S	CL 	HIP_95261_230_12m_C32-2 	uid://A002/X5ce05d/X11d 	DELIVERED 	HIGHEST 	C32-3,C32-4 	2 	2 	2	Done	
2012.1.00456.S	NA 	Group1_102_12m_C32-3 	uid://A002/X5a9a13/X7d1 	DELIVERED 	HIGHEST 	C32-3,C32-4,C32-5 	1 	1 	1	Done	
2012.1.00456.S	NA 	Group2_102_12m_C32-3 	uid://A002/X5a9a13/X7d2 	DELIVERED 	HIGHEST 	C32-3,C32-4,C32-5 	1 	1 	1	Done	
2012.1.00463.S	CL 	B3-VVV-WIT-01 	uid://A002/X5eed86/X7 	DELIVERED 	HIGHEST 	C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00496.S	NA 	AK_Sco_220GHz_12m_C32-45 	uid://A002/X5d7935/X23c 	DELIVERED 	HIGHEST 	C32-4,C32-5 	1 	1 	1	Done	
2012.1.00501.S	NA 	Boomerang_115_12m_C32-1234 	uid://A002/X5d5f8a/X3 	DELIVERED 	HIGHEST 	C32-1,C32-2 	1 	1 	1	Done	
2012.1.00501.S	NA 	Boomerang_92_12m_C32-23456 	uid://A002/X5d5f8a/X1 	DELIVERED 	HIGHEST 	C32-2,C32-3 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz10_285_12m_C32-1 	uid://A002/X5ce05d/Xc0 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz1_284_12m_C32-1 	uid://A002/X5ce05d/Xc1 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz2_285_12m_C32-1 	uid://A002/X5ce05d/Xba 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz3_290_12m_C32-1 	uid://A002/X5ce05d/Xb9 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	2 	2 	2	Done	
2012.1.00523.S	NA 	hz4_290_12m_C32-1 	uid://A002/X5ce05d/Xbe 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz5_289_12m_C32-1 	uid://A002/X5ce05d/Xbc 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
2012.1.00523.S	NA 	hz6_290_12m_C32-1 	uid://A002/X5ce05d/Xc2 	DELIVERED 	HIGHEST 	C32-1,C32-2,C32-3,C32-4,C32-5,C32-6 	1 	1 	1	Done	
