targetId,targetId,SB_UID,specRef,fieldRef,paramRef
X19964418,X19964418,uid://A001/X2c0/X2152,X28007537,X28015455,X19499053
X5896351,X5896351,uid://A001/X2c0/X2152,X28007537,X28015455,X19499053
X7123009,X7123009,uid://A001/X2c0/X2153,X29689277,X6448975,X10511905
X3497463,X3497463,uid://A001/X2c0/X2153,X29689277,X33115419,X9485442
X4658195,X4658195,uid://A001/X2c0/X2153,X13017234,X1655338,X18854626
X30808085,X30808085,uid://A001/X2c0/X2153,X13017234,X28654966,X4953658
X31310883,X31310883,uid://A001/X2c0/X2153,X13017234,X28654966,X26895705
X10722668,X10722668,uid://A001/X2c0/X2153,X13017234,X16135993,X32255699
X13072351,X13072351,uid://A001/X2c0/X2153,X13017234,X26154451,X26827131
X19494273,X19494273,uid://A001/X2c0/X2153,X13017234,X11430869,X3502463
X22666207,X22666207,uid://A001/X2c0/X2153,X13017234,X11430869,X3502463
X8828573,X8828573,uid://A001/X2c0/X354a,X26820140,X33085790,X26036098
X31915649,X31915649,uid://A001/X2c0/X354a,X26820140,X1010109,X11179334
X30063831,X30063831,uid://A001/X2c0/X354a,X4785369,X10103854,X4806070
X32949168,X32949168,uid://A001/X2c0/X354a,X4785369,X23092967,X3454089
X3551524,X3551524,uid://A001/X2c0/X354a,X4785369,X25864295,X32483874
X10499361,X10499361,uid://A001/X2c0/X354a,X4785369,X28492067,X15252620
X28619954,X28619954,uid://A001/X2c0/X354b,X24751130,X11573160,X26551130
X26863965,X26863965,uid://A001/X2c0/X354b,X24751130,X23803343,X4037943
X16854492,X16854492,uid://A001/X2c0/X354b,X24934289,X16200244,X14275622
X32675341,X32675341,uid://A001/X2c0/X354b,X24934289,X21374003,X17808972
X13653151,X13653151,uid://A001/X2c0/X354b,X24934289,X21826066,X14491574
X5698235,X5698235,uid://A001/X2c0/X354b,X24934289,X14055584,X22045700
X11886866,X11886866,uid://A001/X2c0/X354c,X7392290,X15471242,X14376228
X13419065,X13419065,uid://A001/X2c0/X354c,X7392290,X12885923,X12655545
X14012856,X14012856,uid://A001/X2c0/X354c,X31722492,X4744412,X28970851
X20049862,X20049862,uid://A001/X2c0/X354c,X31722492,X12251445,X19007236
X26808433,X26808433,uid://A001/X2c0/X354c,X31722492,X32434018,X4619731
X15576263,X15576263,uid://A001/X2c0/X354c,X31722492,X12961278,X25784997
X23889182,X23889182,uid://A001/X2c0/X354d,X6276230,X25362398,X9633343
X9036806,X9036806,uid://A001/X2c0/X354d,X6276230,X14842189,X22995122
X25823254,X25823254,uid://A001/X2c0/X354d,X15243923,X24406211,X16550073
X14142607,X14142607,uid://A001/X2c0/X354d,X15243923,X33399549,X3214774
X2800715,X2800715,uid://A001/X2c0/X354d,X15243923,X22847606,X5701240
X22592565,X22592565,uid://A001/X2c0/X354d,X15243923,X32516368,X4861308
X18308075,X18308075,uid://A001/X2c0/X34db,X23016305,X15252014,X30048538
X21795653,X21795653,uid://A001/X2c0/X34db,X23016305,X20570780,X27791997
X18767291,X18767291,uid://A001/X2c0/X34db,X10199971,X28258951,X5641668
X15269280,X15269280,uid://A001/X2c0/X34db,X10199971,X7425727,X3789711
X28448847,X28448847,uid://A001/X2c0/X34db,X10199971,X7425727,X22881441
X16198866,X16198866,uid://A001/X2c0/X34db,X10199971,X20454653,X10885893
X3925322,X3925322,uid://A001/X2c0/X34db,X10199971,X7872079,X29172679
X30078050,X30078050,uid://A001/X2c0/X34dc,X7881162,X15260701,X25006881
X15530114,X15530114,uid://A001/X2c0/X34dc,X7881162,X9599883,X23290199
X18330723,X18330723,uid://A001/X2c0/X34dc,X21234805,X15178147,X23185743
X164589,X164589,uid://A001/X2c0/X34dc,X21234805,X32031146,X2657673
X26656053,X26656053,uid://A001/X2c0/X34dc,X21234805,X32031146,X15325220
X18716021,X18716021,uid://A001/X2c0/X34dc,X21234805,X22381382,X32208156
X10097146,X10097146,uid://A001/X2c0/X34dc,X21234805,X23369194,X29776531
X25708899,X25708899,uid://A001/X2c0/X34dd,X6721395,X9917925,X5832879
X19760790,X19760790,uid://A001/X2c0/X34dd,X6721395,X11065533,X28192437
X16842022,X16842022,uid://A001/X2c0/X34dd,X32236531,X29031465,X3858879
X14747250,X14747250,uid://A001/X2c0/X34dd,X32236531,X10015099,X18864418
X32897929,X32897929,uid://A001/X2c0/X34dd,X32236531,X10015099,X8489402
X3460719,X3460719,uid://A001/X2c0/X34dd,X32236531,X29186392,X4545669
X17371139,X17371139,uid://A001/X2c0/X34dd,X32236531,X9070306,X10445996
X11055491,X11055491,uid://A001/X2c0/X34df,X18538233,X30069278,X14622209
X18674281,X18674281,uid://A001/X2c0/X34df,X18538233,X20239183,X26287474
X13866477,X13866477,uid://A001/X2c0/X34df,X18360362,X5932295,X7089767
X33147391,X33147391,uid://A001/X2c0/X34df,X18360362,X23426387,X26062443
X20339993,X20339993,uid://A001/X2c0/X34df,X18360362,X23426387,X12569785
X16513537,X16513537,uid://A001/X2c0/X34df,X18360362,X9460189,X17844884
X12491620,X12491620,uid://A001/X2c0/X34df,X18360362,X25089826,X23457851
X123801,X123801,uid://A001/X2c0/X34e0,X7107739,X1675033,X1753351
X19508810,X19508810,uid://A001/X2c0/X34e0,X7107739,X33244145,X22920747
X15644945,X15644945,uid://A001/X2c0/X34e0,X12070514,X1314598,X11004542
X4808202,X4808202,uid://A001/X2c0/X34e0,X12070514,X13164915,X11771032
X27435245,X27435245,uid://A001/X2c0/X34e0,X12070514,X13164915,X25054935
X11828005,X11828005,uid://A001/X2c0/X34e0,X12070514,X8220112,X28092618
X19444534,X19444534,uid://A001/X2c0/X34e0,X12070514,X28859783,X14539907
X28831578,X28831578,uid://A001/X2c0/X34e1,X21589571,X10592913,X29995144
X23642773,X23642773,uid://A001/X2c0/X34e1,X21589571,X13297802,X31906886
X3096942,X3096942,uid://A001/X2c0/X34e1,X7382549,X10152161,X31344959
X23573647,X23573647,uid://A001/X2c0/X34e1,X7382549,X1315070,X6865889
X31300442,X31300442,uid://A001/X2c0/X34e1,X7382549,X5987236,X461537
X23780267,X23780267,uid://A001/X2c0/X34e1,X7382549,X27295601,X31853079
X15642321,X15642321,uid://A001/X2c0/X34e2,X5936904,X13347237,X13940814
X28030274,X28030274,uid://A001/X2c0/X34e2,X5936904,X16997495,X11622903
X18634652,X18634652,uid://A001/X2c0/X34e2,X16380917,X14338930,X30693827
X14996410,X14996410,uid://A001/X2c0/X34e2,X24622988,X1072989,X5739874
X18652993,X18652993,uid://A001/X2c0/X34e3,X9201618,X21103647,X15344623
X2907320,X2907320,uid://A001/X2c0/X34e3,X9201618,X32692136,X1839494
X32906981,X32906981,uid://A001/X2c0/X34e3,X15824558,X29930579,X868242
X25946793,X25946793,uid://A001/X2c0/X34e3,X11651943,X12273757,X29512339
X24976536,X24976536,uid://A001/X2c0/X39f3,X1225607,X10199382,X18135597
X6921673,X6921673,uid://A001/X2c0/X39f3,X1225607,X22512447,X5940240
X11901303,X11901303,uid://A001/X2c0/X39f3,X7242279,X4255155,X10727209
X7593354,X7593354,uid://A001/X2c0/X39f3,X7242279,X22941724,X10943702
X5598048,X5598048,uid://A001/X2c0/X39f3,X7242279,X22941724,X27990280
X1098766,X1098766,uid://A001/X2c0/X39f3,X7242279,X30631686,X24049132
X28858323,X28858323,uid://A001/X2c0/X39f3,X7242279,X1101660,X7973909
X18058887,X18058887,uid://A001/X2c0/X39f4,X4191024,X2945846,X18838961
X2603877,X2603877,uid://A001/X2c0/X39f4,X4191024,X28190110,X2936786
X29522918,X29522918,uid://A001/X2c0/X39f4,X22297598,X3132199,X26441246
X19057883,X19057883,uid://A001/X2c0/X39f4,X22297598,X26276488,X4583317
X30450372,X30450372,uid://A001/X2c0/X39f4,X22297598,X26276488,X31702794
X29547277,X29547277,uid://A001/X2c0/X39f4,X22297598,X24715883,X32721384
X3778836,X3778836,uid://A001/X2c0/X39f4,X22297598,X19697228,X29404972
X26008746,X26008746,uid://A001/X2c0/X39f5,X12109527,X10914174,X11157064
X11438827,X11438827,uid://A001/X2c0/X39f5,X12109527,X19743631,X28362710
X3295449,X3295449,uid://A001/X2c0/X39f5,X21811699,X17950329,X584033
X2463828,X2463828,uid://A001/X2c0/X39f5,X21811699,X16918112,X18383648
X4929004,X4929004,uid://A001/X2c0/X39f5,X21811699,X16918112,X31488606
X27091887,X27091887,uid://A001/X2c0/X39f5,X21811699,X17462614,X18428325
X32876450,X32876450,uid://A001/X2c0/X39f5,X21811699,X28131290,X3194006
X33428640,X33428640,uid://A001/X2c0/X39f6,X23067775,X3537712,X6332735
X28960180,X28960180,uid://A001/X2c0/X39f6,X23067775,X29337644,X33475458
X10626618,X10626618,uid://A001/X2c0/X39f6,X24882492,X22001574,X1496654
X23567051,X23567051,uid://A001/X2c0/X39f6,X24882492,X16200644,X26012263
X13784180,X13784180,uid://A001/X2c0/X39f6,X24882492,X16200644,X17402963
X31856814,X31856814,uid://A001/X2c0/X39f6,X24882492,X9233506,X14179378
X31957214,X31957214,uid://A001/X2c0/X39f6,X24882492,X6603516,X1659447
X10432361,X10432361,uid://A001/X2c0/X350a,X15754099,X16271735,X4694646
X15163408,X15163408,uid://A001/X2c0/X350a,X15754099,X24748967,X11417959
X28385911,X28385911,uid://A001/X2c0/X350a,X22870417,X26235117,X4323887
X15126004,X15126004,uid://A001/X2c0/X350a,X22870417,X4297272,X27276483
X18797424,X18797424,uid://A001/X2c0/X350a,X22870417,X4297272,X1821919
X14370784,X14370784,uid://A001/X2c0/X350a,X22870417,X19865589,X12602810
X30980642,X30980642,uid://A001/X2c0/X350a,X22870417,X15323858,X19306638
X11404032,X11404032,uid://A001/X2c0/X350b,X18833314,X1599839,X4675092
X8753154,X8753154,uid://A001/X2c0/X350b,X18833314,X3248754,X29413464
X15988646,X15988646,uid://A001/X2c0/X350b,X30911577,X29772099,X7594292
X16678810,X16678810,uid://A001/X2c0/X350b,X30911577,X8000790,X16266134
X20944275,X20944275,uid://A001/X2c0/X350b,X30911577,X8000790,X29118986
X18406747,X18406747,uid://A001/X2c0/X350b,X30911577,X26424187,X1307254
X27496713,X27496713,uid://A001/X2c0/X350b,X30911577,X12363984,X10811543
X27117178,X27117178,uid://A001/X2c0/X350c,X15555119,X18452857,X9047632
X5345652,X5345652,uid://A001/X2c0/X350c,X15555119,X249875,X31484613
X18636317,X18636317,uid://A001/X2c0/X350c,X33339179,X8579879,X667326
X4154588,X4154588,uid://A001/X2c0/X350c,X33339179,X16299312,X9497146
X11759216,X11759216,uid://A001/X2c0/X350c,X33339179,X16299312,X29097261
X22452533,X22452533,uid://A001/X2c0/X350c,X33339179,X6901087,X23049492
X674554,X674554,uid://A001/X2c0/X350c,X33339179,X27348232,X9297125
X303912,X303912,uid://A001/X2c0/X350d,X10229343,X1818789,X394447
X874165,X874165,uid://A001/X2c0/X350d,X10229343,X6486536,X16572780
X4747006,X4747006,uid://A001/X2c0/X350d,X17569461,X21222607,X3191599
X23877937,X23877937,uid://A001/X2c0/X350d,X17569461,X21337543,X17772184
X17521366,X17521366,uid://A001/X2c0/X350d,X17569461,X21337543,X13212949
X31258770,X31258770,uid://A001/X2c0/X350d,X17569461,X19329548,X3175514
X7601379,X7601379,uid://A001/X2c0/X350d,X17569461,X3221231,X28180164
X28059637,X28059637,uid://A001/X2c0/X350e,X16463062,X15733740,X22350631
X821067,X821067,uid://A001/X2c0/X350e,X16463062,X33322891,X29400057
X8299911,X8299911,uid://A001/X2c0/X350e,X14975320,X32069562,X6700017
X24150478,X24150478,uid://A001/X2c0/X350e,X14975320,X24238409,X20991123
X7676232,X7676232,uid://A001/X2c0/X350e,X14975320,X24238409,X2896908
X19515961,X19515961,uid://A001/X2c0/X350e,X14975320,X30129675,X9882252
X22453342,X22453342,uid://A001/X2c0/X350e,X14975320,X14499519,X19176820
X11886543,X11886543,uid://A001/X2c0/X350f,X3934282,X15047994,X16870787
X681921,X681921,uid://A001/X2c0/X350f,X3934282,X31262541,X8651600
X9396642,X9396642,uid://A001/X2c0/X350f,X7595749,X30835818,X28233715
X29259291,X29259291,uid://A001/X2c0/X350f,X7595749,X25646215,X14134825
X26969073,X26969073,uid://A001/X2c0/X350f,X7595749,X25646215,X2003876
X4517760,X4517760,uid://A001/X2c0/X350f,X7595749,X26475268,X1774427
X22143969,X22143969,uid://A001/X2c0/X350f,X7595749,X26739585,X4501602
X19576576,X19576576,uid://A001/X2c0/X3510,X21715527,X5261825,X22352268
X31107058,X31107058,uid://A001/X2c0/X3510,X21715527,X14072871,X1180758
X33332356,X33332356,uid://A001/X2c0/X3510,X18192498,X4799466,X5394709
X32158808,X32158808,uid://A001/X2c0/X3510,X18192498,X10062054,X1031070
X2828163,X2828163,uid://A001/X2c0/X3510,X18192498,X10062054,X8677706
X21595889,X21595889,uid://A001/X2c0/X3510,X18192498,X3896370,X3725618
X688586,X688586,uid://A001/X2c0/X3510,X18192498,X32724457,X13316310
X1265601,X1265601,uid://A001/X2c0/X3511,X18603706,X7710387,X10281909
X30208191,X30208191,uid://A001/X2c0/X3511,X18603706,X7326793,X32531703
X18807534,X18807534,uid://A001/X2c0/X3511,X13988798,X32681103,X19824753
X22779436,X22779436,uid://A001/X2c0/X3511,X13988798,X4820799,X27608693
X19169498,X19169498,uid://A001/X2c0/X3511,X13988798,X4820799,X31021278
X16196942,X16196942,uid://A001/X2c0/X3511,X13988798,X19003229,X1987604
X11013515,X11013515,uid://A001/X2c0/X3511,X13988798,X3065408,X9265733
X13057065,X13057065,uid://A001/X2c0/X3512,X18029275,X21847992,X97695
X8417602,X8417602,uid://A001/X2c0/X3512,X18029275,X20034934,X16463905
X11300322,X11300322,uid://A001/X2c0/X3512,X24418211,X33473249,X13939249
X8717096,X8717096,uid://A001/X2c0/X3512,X24418211,X18314007,X28630196
X26430358,X26430358,uid://A001/X2c0/X3512,X24418211,X18314007,X24489148
X19940309,X19940309,uid://A001/X2c0/X3512,X24418211,X23174048,X17674005
X16096951,X16096951,uid://A001/X2c0/X3512,X24418211,X30039142,X21994743
X30029292,X30029292,uid://A001/X2c0/X3513,X18768026,X10926392,X27326568
X10432776,X10432776,uid://A001/X2c0/X3513,X18768026,X25824776,X25683020
X9346400,X9346400,uid://A001/X2c0/X3513,X15011601,X6738594,X1146366
X12254633,X12254633,uid://A001/X2c0/X3513,X15011601,X31107506,X12054509
X3230393,X3230393,uid://A001/X2c0/X3513,X15011601,X31107506,X5268505
X33188122,X33188122,uid://A001/X2c0/X3513,X15011601,X24773997,X16544106
X15163169,X15163169,uid://A001/X2c0/X3513,X15011601,X11386212,X15429287
X23625093,X23625093,uid://A001/X2c0/X3514,X14218576,X20033842,X19606526
X31339569,X31339569,uid://A001/X2c0/X3514,X14218576,X27828465,X3037810
X28684884,X28684884,uid://A001/X2c0/X3514,X21497353,X9085580,X12857715
X5073817,X5073817,uid://A001/X2c0/X3514,X21497353,X19962863,X29773621
X13546713,X13546713,uid://A001/X2c0/X3514,X21497353,X19962863,X12342718
X24776703,X24776703,uid://A001/X2c0/X3514,X21497353,X6779441,X23099396
X3760629,X3760629,uid://A001/X2c0/X3514,X21497353,X29306652,X19371357
X24624126,X24624126,uid://A001/X2c0/X3515,X27178143,X28135519,X18508494
X13072208,X13072208,uid://A001/X2c0/X3515,X27178143,X25223999,X1839428
X19769844,X19769844,uid://A001/X2c0/X3515,X28146074,X25695561,X21593197
X15900249,X15900249,uid://A001/X2c0/X3515,X28146074,X26667605,X23855342
X3940604,X3940604,uid://A001/X2c0/X3515,X28146074,X26667605,X25180327
X29440347,X29440347,uid://A001/X2c0/X3515,X28146074,X29225871,X20762882
X24085672,X24085672,uid://A001/X2c0/X3515,X28146074,X24500216,X15781444
X13373301,X13373301,uid://A001/X2c0/X3516,X14612477,X27430101,X11749929
X32473301,X32473301,uid://A001/X2c0/X3516,X14612477,X24123110,X20267973
X22591000,X22591000,uid://A001/X2c0/X3516,X21694583,X29437087,X9235359
X15895220,X15895220,uid://A001/X2c0/X3516,X21694583,X14127866,X1519367
X14235511,X14235511,uid://A001/X2c0/X3516,X21694583,X14127866,X26947886
X32880296,X32880296,uid://A001/X2c0/X3516,X21694583,X3112434,X5502417
X12319464,X12319464,uid://A001/X2c0/X3516,X21694583,X14718304,X12159291
X2295249,X2295249,uid://A001/X2c0/X3517,X21071382,X20549655,X12057811
X32385732,X32385732,uid://A001/X2c0/X3517,X21071382,X15574281,X17052891
X4768461,X4768461,uid://A001/X2c0/X3517,X16883761,X27934692,X29810743
X2661110,X2661110,uid://A001/X2c0/X3517,X16883761,X28569440,X23189133
X30853548,X30853548,uid://A001/X2c0/X3517,X16883761,X28569440,X884093
X33240930,X33240930,uid://A001/X2c0/X3517,X16883761,X29020462,X4082482
X28939813,X28939813,uid://A001/X2c0/X3517,X16883761,X13979186,X30315016
X25196810,X25196810,uid://A001/X2c0/X3518,X24404586,X5421876,X388582
X32732280,X32732280,uid://A001/X2c0/X3518,X24404586,X31823455,X26553708
X7778946,X7778946,uid://A001/X2c0/X3518,X6091905,X6996043,X1449843
X2239779,X2239779,uid://A001/X2c0/X3518,X6091905,X60026,X30530846
X19915220,X19915220,uid://A001/X2c0/X3518,X6091905,X60026,X16139248
X17173215,X17173215,uid://A001/X2c0/X3518,X6091905,X22131733,X400607
X895886,X895886,uid://A001/X2c0/X3518,X6091905,X22966579,X16739651
X705380,X705380,uid://A001/X2c0/X3519,X27580161,X1561270,X26429364
X18718800,X18718800,uid://A001/X2c0/X3519,X27580161,X26314400,X28489390
X11437959,X11437959,uid://A001/X2c0/X3519,X5934731,X17309952,X11037437
X4775018,X4775018,uid://A001/X2c0/X3519,X5934731,X2757389,X26033
X17036824,X17036824,uid://A001/X2c0/X3519,X5934731,X2757389,X8515256
X12988587,X12988587,uid://A001/X2c0/X3519,X5934731,X13752360,X29744016
X3193218,X3193218,uid://A001/X2c0/X3519,X5934731,X33520329,X13190581
X8456967,X8456967,uid://A001/X2c0/X351a,X25866953,X10819296,X15862975
X7988199,X7988199,uid://A001/X2c0/X351a,X25866953,X13588353,X22048116
X22109312,X22109312,uid://A001/X2c0/X351a,X8062746,X28540650,X18139498
X11402851,X11402851,uid://A001/X2c0/X351a,X8062746,X6894440,X23309512
X16015064,X16015064,uid://A001/X2c0/X351a,X8062746,X6894440,X749404
X25013033,X25013033,uid://A001/X2c0/X351a,X8062746,X33176593,X8622669
X32257367,X32257367,uid://A001/X2c0/X351a,X8062746,X14726544,X2003321
X28714520,X28714520,uid://A001/X2c0/X351b,X31900656,X16612220,X10213086
X27542310,X27542310,uid://A001/X2c0/X351b,X31900656,X14881223,X4917771
X25533642,X25533642,uid://A001/X2c0/X351b,X19343726,X27929938,X25895693
X28391661,X28391661,uid://A001/X2c0/X351b,X19343726,X5625705,X23501412
X266543,X266543,uid://A001/X2c0/X351b,X19343726,X5625705,X23551425
X25603520,X25603520,uid://A001/X2c0/X351b,X19343726,X11305455,X8703223
X21961659,X21961659,uid://A001/X2c0/X351b,X19343726,X16511436,X15080212
X14008374,X14008374,uid://A001/X2c0/X351c,X9884591,X9785463,X27282575
X2707770,X2707770,uid://A001/X2c0/X351c,X9884591,X10577383,X20670547
X14060894,X14060894,uid://A001/X2c0/X351c,X11720699,X4816287,X5181089
X28071102,X28071102,uid://A001/X2c0/X351c,X11720699,X2415385,X7884211
X19099712,X19099712,uid://A001/X2c0/X351c,X11720699,X2415385,X5074617
X24808059,X24808059,uid://A001/X2c0/X351c,X11720699,X21966482,X7561884
X28650798,X28650798,uid://A001/X2c0/X351c,X11720699,X21111165,X652100
X25051961,X25051961,uid://A001/X2c0/X351d,X30577780,X5014590,X29774286
X29398453,X29398453,uid://A001/X2c0/X351d,X30577780,X5817424,X17152522
X3533285,X3533285,uid://A001/X2c0/X351d,X4028416,X455402,X18325494
X15956738,X15956738,uid://A001/X2c0/X351d,X4028416,X553967,X15045489
X2547722,X2547722,uid://A001/X2c0/X351d,X4028416,X553967,X32222085
X5327448,X5327448,uid://A001/X2c0/X351d,X4028416,X2963057,X26359381
X23116003,X23116003,uid://A001/X2c0/X351d,X4028416,X25641730,X6649723
X1155991,X1155991,uid://A001/X2c0/X351e,X4616167,X23817786,X19539190
X13110068,X13110068,uid://A001/X2c0/X351e,X4616167,X27150581,X6359511
X21221725,X21221725,uid://A001/X2c0/X351e,X31162967,X8673866,X8311761
X32372744,X32372744,uid://A001/X2c0/X351e,X31162967,X31587852,X27293477
X835901,X835901,uid://A001/X2c0/X351e,X31162967,X31587852,X28313493
X20528368,X20528368,uid://A001/X2c0/X351e,X31162967,X15184267,X14864516
X6594458,X6594458,uid://A001/X2c0/X351e,X31162967,X8828340,X11302461
X4559819,X4559819,uid://A001/X2c0/X351f,X17193638,X21669802,X19004964
X17905211,X17905211,uid://A001/X2c0/X351f,X17193638,X20305020,X19215041
X7097233,X7097233,uid://A001/X2c0/X351f,X8762910,X26824801,X20397388
X51331,X51331,uid://A001/X2c0/X351f,X8762910,X31016939,X5246620
X677275,X677275,uid://A001/X2c0/X351f,X8762910,X31016939,X2972482
X32009976,X32009976,uid://A001/X2c0/X351f,X8762910,X4356174,X22278709
X20864177,X20864177,uid://A001/X2c0/X351f,X8762910,X22683689,X18564395
X23377255,X23377255,uid://A001/X2c0/X3520,X18702313,X6306198,X29046094
X26245462,X26245462,uid://A001/X2c0/X3520,X18702313,X21285776,X32809540
X17945855,X17945855,uid://A001/X2c0/X3520,X3864772,X2867978,X16137522
X28962817,X28962817,uid://A001/X2c0/X3520,X3864772,X6017044,X5643350
X23711938,X23711938,uid://A001/X2c0/X3520,X3864772,X6017044,X26333639
X12348412,X12348412,uid://A001/X2c0/X3520,X3864772,X12223036,X30129241
X23446267,X23446267,uid://A001/X2c0/X3520,X3864772,X1012975,X24712189
X3135378,X3135378,uid://A001/X2c0/X3521,X14640800,X6752199,X25912928
X15768273,X15768273,uid://A001/X2c0/X3521,X14640800,X31217520,X32896431
X1052835,X1052835,uid://A001/X2c0/X3521,X27370116,X25400969,X9510630
X17332259,X17332259,uid://A001/X2c0/X3521,X27370116,X17995087,X16254629
X8999542,X8999542,uid://A001/X2c0/X3521,X27370116,X17995087,X27801409
X21396565,X21396565,uid://A001/X2c0/X3521,X27370116,X536323,X5344543
X23183437,X23183437,uid://A001/X2c0/X3521,X27370116,X13558386,X9649677
X25083080,X25083080,uid://A001/X2c0/X3522,X33037666,X19466936,X24363722
X29856240,X29856240,uid://A001/X2c0/X3522,X33037666,X24224774,X14432163
X2767944,X2767944,uid://A001/X2c0/X3522,X26694220,X18147947,X28985624
X29792949,X29792949,uid://A001/X2c0/X3522,X26694220,X4004666,X33175770
X5950370,X5950370,uid://A001/X2c0/X3522,X26694220,X4004666,X20440518
X24823459,X24823459,uid://A001/X2c0/X3522,X26694220,X11712686,X21827947
X26581685,X26581685,uid://A001/X2c0/X3522,X26694220,X11989057,X27218394
X28051320,X28051320,uid://A001/X2c0/X41bb,X21838303,X28578936,X18654904
X23757987,X23757987,uid://A001/X2c0/X41bb,X21838303,X16128783,X26093463
X12249220,X12249220,uid://A001/X2c0/X41bb,X18907525,X20939556,X22782802
X5401023,X5401023,uid://A001/X2c0/X41bb,X18907525,X28008599,X6837791
X27971071,X27971071,uid://A001/X2c0/X41bb,X18907525,X26893923,X16502307
X29443669,X29443669,uid://A001/X2c0/X41bb,X18083303,X2448846,X21053425
X8156418,X8156418,uid://A001/X2c0/X41bb,X18083303,X22252616,X21053425
X7216553,X7216553,uid://A001/X2c0/X41bb,X18083303,X6388732,X21053425
X6774104,X6774104,uid://A001/X2c0/X41bc,X23337534,X31917741,X13887866
X15380770,X15380770,uid://A001/X2c0/X41bc,X23337534,X32904502,X21772900
X29198757,X29198757,uid://A001/X2c0/X41bc,X26990602,X3822953,X29797329
X33057006,X33057006,uid://A001/X2c0/X41bc,X26990602,X31947255,X25071395
X22451579,X22451579,uid://A001/X2c0/X41bc,X26990602,X6387997,X20941204
